,object_ID,Centroid_X,Centroid_Y,TimePoint,Track_ID
828,829,613.6856325492689,704.6474888747616,39,0
829,830,736.2439769256871,939.9718357651849,39,0
830,831,565.322821846554,28.0315344603381,40,0
831,832,257.2628143133462,76.03239845261122,40,0
832,833,109.73258140804074,144.71002364926323,40,0
833,834,826.9421328189584,177.60236979884266,40,0
834,835,397.5581271614791,285.5671721202447,40,0
835,836,494.4796261682243,318.5446728971963,40,0
836,837,152.8480016566577,413.7664112652723,40,0
837,838,375.00999629766756,409.700481303221,40,0
838,839,246.06915191053122,443.2408201304753,40,0
839,840,500.21192722371967,470.52122641509436,40,0
840,841,707.0894255874674,491.8880548302872,40,0
841,842,453.3928804702809,517.1776616590464,40,0
842,843,322.79860671310956,530.3571880937302,40,0
843,844,564.5351292318893,551.09428467419,40,0
844,845,645.8183210784314,595.172487745098,40,0
845,846,313.820179007323,631.8966639544345,40,0
846,847,418.0907504363002,681.8856893542758,40,0
847,848,613.1803069053708,706.0805626598466,40,0
848,849,738.5087487619677,941.1482337405084,40,0
849,850,564.2151446213844,28.146246343841405,41,0
850,851,256.1272347341537,75.52704899001625,41,0
851,852,108.14199288256228,146.49590747330961,41,0
852,853,829.1368104860732,179.84270890223922,41,0
853,854,397.364875491481,284.79764089121886,41,0
854,855,495.0135779816514,323.25871559633026,41,0
855,856,2.7482517482517483,309.13286713286715,41,0
856,857,7.882352941176471,305.2156862745098,41,0
857,858,14.353456669912367,322.9464459591042,41,0
858,859,152.42830844753527,413.3542646758028,41,0
859,860,374.1377110694184,408.1500938086304,41,0
860,861,245.86274509803923,442.7839472237493,41,0
861,862,504.0573075618854,473.6181756527636,41,0
862,863,706.6215074723847,490.84892787524365,41,0
863,864,454.6968253968254,519.3507936507937,41,0
864,865,322.6435519297145,531.1546909319109,41,0
865,866,565.4101933216168,553.5177504393673,41,0
866,867,647.883857688915,596.5307262569833,41,0
867,868,314.93044469783354,632.3721018624097,41,0
868,869,415.4282178217822,680.9199669966997,41,0
869,870,612.8742496050553,706.4922590837283,41,0
870,871,486.02972027972027,782.6398601398602,41,0
